Name;Sport;Date;Start time;Duration;Total distance (km);Average heart rate (bpm);Average speed (km/h);Max speed (km/h);Average pace (min/km);Max pace (min/km);Calories;Fat percentage of calories(%);Carbohydrate percentage of calories(%);Protein percentage of calories(%);Average cadence (rpm);Average stride length (cm);Running index;Training load;Ascent (m);Descent (m);Average power (W);Max power (W);Notes;Height (cm);Weight (kg);HR max;HR sit;VO2max;
;00:06:14;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:15;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:16;157;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:17;157;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:18;157;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:19;158;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:20;158;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:21;158;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:22;158;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:23;158;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:24;159;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:25;159;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:26;159;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:27;159;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:28;159;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:29;160;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:30;160;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:31;161;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:32;161;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:33;161;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:34;162;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:35;162;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:36;162;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:37;162;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:38;163;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:39;163;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:40;164;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:41;164;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:42;165;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:43;165;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:44;165;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:45;165;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:46;165;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:47;165;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:48;165;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:49;166;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:50;166;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:51;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:52;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:53;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:54;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:55;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:56;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:57;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:58;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:59;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:00;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:01;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:02;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:03;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:04;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:05;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:06;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:07;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:08;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:09;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:10;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:11;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:12;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:13;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:14;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:15;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:16;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:17;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:18;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:19;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:20;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:21;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:22;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:23;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:24;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:25;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:26;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:27;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:28;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:29;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:30;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:31;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:32;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:33;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:34;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:35;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:36;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:37;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:38;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:39;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:40;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:41;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:42;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:43;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:44;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:45;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:46;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:47;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:48;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:49;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:50;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:51;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:52;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:53;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:54;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:55;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:56;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:57;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:58;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:07:59;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:00;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:01;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:02;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:03;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:04;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:05;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:06;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:07;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:08;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:09;170;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:10;170;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:11;170;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:12;170;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:13;170;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:14;170;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:15;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:16;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:17;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:18;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:19;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:20;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:21;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:22;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:23;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:24;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:25;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:26;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:27;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:28;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:29;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:30;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:31;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:32;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:33;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:34;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:35;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:36;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:37;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:38;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:39;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:40;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:41;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:42;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:43;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:44;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:45;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:46;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:47;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:48;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:49;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:50;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:51;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:52;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:53;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:54;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:55;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:56;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:57;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:58;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:08:59;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:00;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:01;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:02;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:03;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:04;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:05;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:06;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:07;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:08;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:09;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:10;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:11;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:12;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:13;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:14;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:15;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:16;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:17;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:18;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:19;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:20;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:21;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:22;169;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:23;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:24;168;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:25;167;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:26;166;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:27;165;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:28;165;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:29;164;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:30;163;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:31;162;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:32;161;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:33;160;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:34;160;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:35;159;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:36;159;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:37;158;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:38;157;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:39;157;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:40;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:41;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:42;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:43;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:44;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:45;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:46;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:47;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:48;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:49;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:50;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:51;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:52;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:53;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:54;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:55;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:56;154;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:57;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:58;152;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:09:59;151;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:00;151;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:01;151;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:02;151;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:03;151;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:04;151;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:05;151;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:06;152;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:07;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:08;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:09;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:10;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:11;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:12;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:13;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:14;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:15;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:16;152;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:17;152;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:18;151;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:19;150;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:20;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:21;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:22;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:23;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:24;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:25;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:26;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:27;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:28;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:29;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:30;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:31;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:32;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:33;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:34;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:35;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:36;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:37;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:38;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:39;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:40;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:41;142;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:42;142;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:43;141;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:44;142;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:45;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:46;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:47;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:48;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:49;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:50;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:51;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:52;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:53;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:54;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:55;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:56;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:57;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:58;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:10:59;142;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:00;141;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:01;141;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:02;141;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:03;141;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:04;142;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:05;142;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:06;142;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:07;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:08;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:09;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:10;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:11;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:12;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:13;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:14;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:15;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:16;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:17;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:18;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:19;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:20;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:21;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:22;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:23;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:24;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:25;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:26;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:27;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:28;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:29;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:30;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:31;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:32;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:33;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:34;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:35;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:36;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:37;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:38;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:39;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:40;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:41;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:42;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:43;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:44;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:45;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:46;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:47;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:48;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:49;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:50;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:51;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:52;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:53;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:54;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:55;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:56;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:57;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:58;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:11:59;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:00;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:01;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:02;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:03;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:04;147;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:05;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:06;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:07;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:08;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:09;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:10;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:11;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:12;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:13;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:14;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:15;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:16;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:17;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:18;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:19;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:20;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:21;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:22;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:23;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:24;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:25;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:26;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:27;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:28;150;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:29;150;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:30;151;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:31;152;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:32;152;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:33;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:34;154;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:35;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:12:36;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
